Vehicle_ID,Odo_Start,Odo_End,Fuel_Level,Damage_Flag
 CAR-04,98408,98397,0.30,0
CAR-24,83522,84100km,56%,1
CAR-22 ,30544km,"30,765 km",65%,1
CAR-02,"101,938 km","102,908km",42%,1
 CAR-09,"40,187km",40467,17%,0
car-22,24416,25465km,0.3,0
CAR 29,10701,12305,90 %,0
CAR-26 ,69522,69567,77 %,1
 CAR-07,"52,613 km",52602km,0.10,0
 CAR-03,"24,455km",25590,6 %,1
 CAR-29,109536,111136km,56 %,0
CAR-19 ,"37,270 km",38872km,36%,0
CAR 30,95609,"96,885 km",0.9,0
CAR-05 ,"37,286 km",38669,92%,0
CAR 24,"21,891km","23,516km",52 %,0
car-20,"95,527km","97,256 km",0.19,0
CAR-13 ,117181km,118523,43 %,1
CAR 17,"96,886 km","98,066 km",0.22,0
CAR-05,"64,377km","64,561 km",82 %,0
CAR 12,65977,67175km,35%,0
CAR-30 ,64907km,66884,0.91,1
CAR-03,"47,401 km","47,090km",70 %,0
CAR-24 ,115038,"115,695km",41%,0
 CAR-07,"53,418 km","54,403km",41 %,1
CAR-29,"82,994km","83,089km",0.27,0
CAR-26,27437km,27738,65 %,0
 CAR-27,90769,"92,651km",0.9,0
CAR-18,13373km,"14,959km",0.77,0
CAR-08 ,"94,387km",95909km,98%,0
CAR-02 ,"96,640km",98023km,0.65,0
CAR-18 ,29756km,"31,524 km",1.0,0
CAR-14,8259km,"9,883km",59%,1
car-02,36156km,37852km,92%,1
CAR-07 ,46003km,46249,0.97,0
CAR 23,27226km,28578km,0.67,0
CAR-23 ,57786km,"59,047 km",78%,0
CAR-13 ,96236km,"97,151km",0.33,0
CAR 26,58034km,"58,789km",100%,1
CAR-15 ,37155,"37,218km",27 %,0
CAR 02,77458,79339km,0.69,0
CAR 16,107806,107890km,0.30,1
car-08,"38,958 km",39041km,81 %,1
CAR-09,"117,838 km","119,188 km",0.5,0
CAR-03 ,72078,"73,440 km",0.56,1
CAR 04,81614,82121,0.87,0
car-03,88482,90471km,19%,0
 CAR-08,103991,104250,0.23,0
CAR-15 ,94011,"94,320 km",0.6,0
CAR 05,104490,"106,370km",19 %,0
car-03,72898,"74,611 km",0.4,0
CAR-15 ,117562km,"117,995 km",0.26,1
 CAR-13,"119,863 km","121,742 km",19 %,1
 CAR-10,81476km,81646km,60%,0
 CAR-10,34454km,35305,0.3,0
car-12,"12,205km",13928,0.23,0
CAR-24,76109,76892,81 %,0
car-11,"51,338km",52540km,47%,0
CAR-21,115039km,"115,755km",91%,0
CAR 16,89009km,90814,0.15,0
CAR-14 ,102021,102777,0.79,0
CAR-20 ,"15,016km","16,449km",100%,0
CAR-09,"33,730 km","34,025km",0.35,0
CAR 05,72503km,"74,423 km",0.3,0
car-13,81350km,"82,175km",0.50,0
 CAR-06,"95,987 km",95853km,0.12,1
CAR-01,"37,538 km",38451,0.39,0
 CAR-13,9810,"11,163km",0.83,1
CAR-23,"87,258km",87347,28 %,0
CAR-07 ,34775km,35574km,0.26,1
CAR 23,47353km,48568,0.4,0
CAR-30,"35,273 km",35412,0.86,0
CAR 21,115770,"116,291km",26%,1
CAR 10,"110,178 km",111870km,70%,0
CAR-05 ,10956,12718km,0.50,1
CAR-12,104737,"105,785km",0.2,1
CAR-19,"33,663 km","34,739km",0.96,0
car-05,98549,100042,15 %,0
CAR-25 ,"40,148km",42018,0.72,1
CAR-22,40089,40348km,60%,0
car-12,104084km,"105,180 km",61%,0
CAR-13,"54,084km",54783km,40 %,0
CAR-12,35456km,36911,98 %,0
 CAR-11,"113,787km",114937,0.2,0
 CAR-02,"55,997 km",57031,34%,0
CAR-04,58214km,58493,74 %,1
car-27,"86,783 km",88741,0.15,0
CAR-23 ,43871km,"44,707km",0.9,1
CAR-23 ,"20,344 km","20,711 km",45%,1
CAR-30,33204km,"34,769km",0.61,1
CAR-11,"34,312km",35986,0.4,1
 CAR-09,"116,368km",117960,0.4,0
car-17,62538km,62929,0.2,0
CAR-15,"87,127 km",87285km,0.37,0
CAR-12,18520,"20,140km",0.2,0
 CAR-13,6430,"7,983 km",22 %,0
CAR-30,44792,"45,523 km",0.63,1
CAR-09 ,72882,"73,696 km",0.29,0
CAR 19,"53,617 km","53,675 km",94%,0
CAR-12 ,"104,471km","105,881 km",21 %,0
CAR 17,6826km,"8,722 km",11%,0
CAR-25,43635,"43,809 km",21 %,0
CAR-18,"55,966 km",56797,44 %,1
CAR-02,11228,"11,794 km",0.5,0
CAR-27 ,99619,100007km,28 %,0
CAR 09,85927km,"87,366 km",9%,0
car-04,93040km,"94,128 km",0.7,0
 CAR-11,102611km,102531km,0.1,1
 CAR-18,116023km,"116,340 km",0.52,0
 CAR-25,"23,226km",24555km,23 %,1
CAR-18 ,46059km,"46,439km",0.18,0
CAR-10 ,99012,"99,635 km",38 %,0
car-14,84583,"84,611 km",0.67,0
CAR 01,"99,566km",100513km,63 %,1
CAR 07,"54,384km",55705,0.46,1
CAR-15,"107,185 km","108,282km",35%,0
CAR-23,"6,237 km",7177km,87%,0
car-04,110653km,111744km,48 %,0
car-25,"88,846km",90790km,30 %,0
 CAR-29,30782km,"31,635 km",83 %,0
CAR-28 ,"52,325 km","53,822 km",0.45,0
car-12,"107,604km",108273,53%,0
car-07,"25,973 km","26,844km",0.5,0
car-24,116001,116525km,89%,0
car-26,24924,"26,770 km",31 %,1
 CAR-17,50882km,51285,0.25,0
CAR-07,57481,"58,688km",12%,0
CAR-25 ,62054km,62456,43%,0
car-25,27756km,29148km,0.21,0
CAR-07,93707km,"94,613 km",39%,0
CAR-25 ,"54,940km",55941km,22 %,0
 CAR-05,114508km,115836km,46%,1
 CAR-15,75315km,"76,630 km",0.90,0
CAR 20,30498,32217km,0.18,0
CAR-02,"45,397 km",45312km,26 %,0
car-28,"49,812 km",50248km,0.75,0
 CAR-28,106567km,"107,473km",23 %,0
CAR-14 ,"94,344 km","94,099 km",0.33,0
CAR-19,"49,329 km",50358km,0.3,0
 CAR-21,"101,261 km","102,720 km",0.8,1
CAR-11 ,60136,61984,0.8,0
 CAR-07,"25,589 km",26804,67%,0
 CAR-14,116900km,"117,893 km",9 %,0
CAR-19,114931km,116502,0.6,0
CAR 03,40335,"41,756km",8%,0
CAR-08,"37,618 km",39341km,0.8,0
car-20,61378km,61937,0.3,0
CAR-10 ,"76,322km",76929km,0.80,0
car-06,77103,"78,172km",0.31,1
CAR-10 ,82458km,"83,793 km",0.26,0
car-26,36215km,36917km,45 %,0
CAR 22,"38,587 km",40317,43%,0
CAR-06 ,"84,235 km",85368km,0.8,0
 CAR-30,"110,686km","112,112 km",99%,0
car-18,42996km,"44,825km",17 %,0
CAR-06 ,60439,61311km,0.7,0
CAR 08,"46,320km","47,590km",1.00,0
 CAR-13,46669,47646,0.3,0
CAR-02 ,108496km,108600,99 %,0
CAR-29 ,"5,075 km",4807,89%,0
CAR-08 ,44652km,"45,054km",67%,1
CAR-29 ,"84,430km","84,342km",79 %,0
 CAR-27,102976,103221km,0.8,0
CAR-25 ,84171,86151km,8%,0
CAR-27 ,49543,"50,455 km",0.57,0
 CAR-04,"60,225km",62057,0.60,0
CAR 07,"32,405km","33,862 km",23 %,0
CAR 11,"84,668km","86,439 km",70 %,1
CAR 07,72283,"72,177km",82 %,0
 CAR-28,63914km,"65,289km",0.1,0
CAR 08,"92,255km","93,621 km",6 %,0
CAR 28,43519km,43759,46 %,0
 CAR-26,62507,"62,406 km",15 %,1
CAR-23 ,43819,45715km,0.4,0
car-03,110574,"112,049 km",0.7,0
CAR 23,94486km,"96,365 km",0.2,0
CAR 25,31338km,"32,309km",0.65,1
car-27,44728,"44,937km",68%,0
CAR-06 ,70767km,70790,16 %,0
 CAR-22,27697,"29,290 km",86 %,0
car-18,"14,179km","15,534 km",0.52,1
 CAR-26,86060,87112,20%,0
CAR-27 ,68985km,69188,0.42,1
CAR 26,39277km,"40,817 km",0.3,1
CAR-10 ,"102,107km","102,810km",63%,0
CAR-17,"71,027 km","71,565 km",0.9,0
CAR-02 ,"93,265km",95022km,0.6,0
CAR-02 ,"19,257km","19,715 km",0.95,0
 CAR-20,"78,021km",79049km,43%,0
CAR 09,"107,437km","109,310 km",0.66,0
 CAR-06,"79,545km","81,024km",0.4,0
CAR-16 ,12182,"13,128km",0.32,0
CAR 22,"35,254km","36,012 km",0.72,0
CAR-17,92625,93096,79 %,1
CAR 14,59703,60926,0.75,0
car-28,60215,61875,0.6,0
CAR-21 ,"118,219km",119365km,78%,0
CAR-02 ,49034,50219km,93%,1
 CAR-12,95029km,95681,31 %,1
CAR-18 ,"19,328 km",20211km,0.8,0
CAR 30,106337,"106,597 km",28 %,0
car-15,50599,50828,1.0,0
CAR-11,"31,301 km","31,325km",0.3,0
CAR-10,99888km,100373km,43 %,0
car-22,"102,481km",103227,39 %,1
CAR 22,42092km,42589km,0.6,0
CAR-10,"79,564km",79836km,78 %,0
car-29,"34,625km",35919,0.1,1
CAR 05,"5,472km","5,917km",62 %,0
CAR-28 ,"41,070 km",42592,92 %,1
CAR 28,94722km,"95,569 km",28%,0
CAR 28,"45,011km","45,956 km",0.5,0
CAR-03,"49,343km",50544,45 %,0
 CAR-16,23413,23955km,84 %,0
car-25,"41,552km",42317,0.7,0
car-10,"24,754km",25425,0.4,0
CAR 23,"7,542km",8953km,59 %,0
car-19,"68,747km",70173,89%,0
 CAR-26,116938km,"116,989km",98 %,0
CAR-01 ,6251km,8179km,0.1,0
 CAR-03,114760,116509km,26%,0
CAR-20,"74,753 km","76,695km",0.05,1
car-23,"79,156 km","81,152 km",97 %,0
car-27,19908,20257km,73%,0
CAR-03 ,"31,035 km",31247km,9%,0
 CAR-26,"84,923 km","86,195 km",0.40,1
car-10,"82,679km","84,236 km",0.72,0
car-18,111733,113628km,0.40,0
CAR-18 ,52630km,53413,0.10,0
CAR 29,"80,333km",80461,0.2,0
CAR-25,"30,026km",30488km,26%,0
car-08,"93,073 km","94,970km",42%,1
 CAR-17,"113,152 km",113211,93 %,0
 CAR-01,22629,22352,84 %,0
car-11,"83,378km","84,089km",0.13,0
CAR 07,81522km,82209,79 %,0
car-01,"74,969km",75465km,0.60,0
CAR 03,10866,"12,521 km",1.0,0
 CAR-14,93152,93880,83%,0
CAR-30,"33,733km",35200,89 %,0
CAR-03 ,110885,"112,809 km",0.71,1
 CAR-26,"100,421km",101164km,63 %,0
 CAR-10,103023,103444,86 %,0
 CAR-15,"104,770km","106,174km",83 %,1
car-28,"10,838km",10971,0.2,0
CAR-29,"97,770km",98945,96 %,0
CAR-18 ,24131,"25,164km",98%,0
CAR-26,88568,88176,89%,0
CAR-06,"33,370km","34,890km",0.7,0
CAR-22 ,30306km,"30,668km",65%,1
CAR-01 ,50310km,"52,042 km",0.3,0
CAR-18 ,"114,796 km","115,906 km",73 %,0
CAR-21,106638,106782,66 %,0
CAR-07 ,62441km,"62,963 km",27%,0
CAR-26,"23,400km",24811km,28 %,0
CAR-14 ,"115,851km","117,077 km",68 %,0
CAR-04,107364,"107,788 km",85%,0
CAR-18,110670km,"111,447km",20%,0
CAR-28 ,"103,165km","104,497km",0.6,0
CAR 16,"25,247 km",27241,28 %,0
 CAR-07,37428km,37329,54%,0
CAR-14,"31,123km",32484km,14%,0
CAR-17 ,"62,020 km","61,661 km",0.59,1
 CAR-09,"11,457 km",13057km,90 %,0
 CAR-09,93286km,95050km,0.5,0
CAR-06,87705,"89,137km",0.1,0
 CAR-05,"114,524 km","115,097 km",43%,0
CAR 17,"37,717km",39426km,10 %,0
CAR-02,13882,"15,478km",0.9,0
CAR-10 ,97886km,"98,993 km",66 %,0
CAR 07,"72,224 km",73214km,0.58,0
car-30,"33,369 km",33775,0.4,1
CAR-24 ,55619km,"55,811 km",8 %,0
CAR-05,74293,"75,428 km",51 %,0
CAR-21,"24,816km","25,922 km",85 %,0
 CAR-30,50276km,50617,0.6,0
CAR 03,63871,64587,0.54,0
CAR-08,"50,378km",52302km,88%,1
car-09,65085,"65,935km",0.8,0
CAR-29,43620km,"44,346km",0.19,0
CAR 21,"45,702km","47,219 km",0.3,0
 CAR-25,"107,544 km",109364,0.63,0
car-16,57535,"58,214 km",10 %,0
CAR-16 ,21456,22492,46%,0
CAR-30 ,74787,"75,251km",0.1,1
CAR 05,26481km,"27,593 km",27%,0
CAR-29 ,"76,988 km",78091,97 %,0
car-05,82851,82914,68%,0
CAR 14,"86,880 km","88,735 km",0.29,0
 CAR-26,9058,"9,637 km",0.3,0
CAR 26,88667km,"89,111km",87%,0
car-18,"13,909km","15,157km",0.32,0
CAR-30,24681,26615km,56%,0
car-19,"77,945 km",78121km,82 %,0
CAR 05,67563km,"68,038 km",0.94,1
CAR 22,"22,842 km","22,865km",0.52,0
 CAR-04,114658,"115,670 km",28 %,1
 CAR-23,"59,167 km","59,219km",0.77,0
 CAR-22,"119,295km",119353,13 %,0
 CAR-23,46720km,46927km,25 %,0
car-13,5863km,6363,53 %,0
 CAR-22,"100,548 km","101,683 km",35%,0
CAR-14,114575km,"114,854 km",0.74,1
CAR 09,99554,100371km,35%,0
CAR-19,"13,078 km","12,599km",9%,0
 CAR-13,75510km,"76,481 km",11 %,0
CAR 01,13058km,14944km,87%,0
car-18,"22,051km",22801km,67 %,0
car-07,"55,766 km",56665,0.6,0
CAR-06,"114,868 km","116,514 km",84 %,0
 CAR-18,40787,41119,96 %,0
CAR-26 ,"31,446 km","32,832km",98%,0
 CAR-13,"66,348 km",68017km,15 %,0
CAR-05,"44,460km",45164,0.69,0
CAR-10,"83,241 km",83101,88 %,0
CAR-14,65500km,65661,0.5,0
car-19,"93,551km",93630km,47 %,0
CAR-10 ,"62,212km","63,758km",0.7,0
CAR 19,52091,"52,818 km",95%,0
CAR-08 ,31691,"33,026 km",0.68,0
CAR 13,73155,"75,072 km",22 %,0
car-19,34852,36777,70 %,0
car-21,"87,214 km",87578km,0.56,0
car-15,24289,"26,040 km",0.8,1
CAR-24 ,48800,"49,570 km",0.75,0
car-21,116433km,"117,882 km",28 %,1
CAR 08,100826,102151km,0.37,0
 CAR-29,96088km,"96,775km",56 %,0
 CAR-19,"48,202 km",48325km,0.90,0
CAR-04 ,51291km,51477,0.6,0
car-19,"119,757km","120,644 km",82 %,0
CAR-09,"46,752km",47590,42 %,0
CAR-02 ,48969,50256,0.1,0
 CAR-14,"105,853km","107,631km",0.09,0
car-07,42656km,43567km,60%,0
CAR-05,61904,"62,147km",0.22,1
car-23,"7,599km","9,071km",71%,1
car-14,"57,904 km","58,855 km",0.5,0
car-26,81758,"81,989km",0.5,0
CAR 28,"116,221 km",117632,63%,0
car-05,"88,707km","90,352 km",20 %,0
CAR-25,"16,415km",18068,0.71,0
CAR 02,31436,32216km,1.0,1
 CAR-16,"10,713 km",12550,0.48,0
 CAR-22,"109,371km",110302km,80 %,0
car-17,97021,98032,0.8,0
CAR 14,"39,256 km","40,654 km",0.14,0
CAR 27,41118,"42,139km",0.09,0
CAR-17,88643km,"90,002 km",0.74,0
CAR-06,"46,860km","47,739km",0.3,0
 CAR-06,46188,47009,55 %,0
CAR-16 ,65709,66212,63 %,0
 CAR-27,"77,127 km","78,796km",73%,0
CAR 07,92784km,"94,059km",56%,0
CAR-18,"5,107km","6,721km",0.30,0
CAR 03,6930,"7,628 km",0.9,0
CAR-11 ,"78,657 km","80,409 km",13 %,0
CAR-30,"63,751 km","64,457 km",48%,0
 CAR-18,14843km,"14,507km",67%,1
CAR-05,34005km,"33,866km",0.45,0
CAR-21,69019km,70855,0.3,0
CAR-07,"43,946km",43959km,0.8,0
car-25,104774,"105,563km",0.76,1
car-20,"60,529 km","61,270km",42%,1
CAR-05 ,"29,357km","30,999 km",28 %,0
CAR 19,"101,360km",102878,91%,0
CAR 25,"20,933km",21377,9 %,0
 CAR-05,26967,28249,0.1,0
CAR-25 ,45011,45121,30 %,0
car-06,"112,237km",113349km,0.67,0
 CAR-27,27615,"28,154km",0.1,1
car-18,25521,27118km,8%,1
car-22,"118,408 km","120,229 km",89%,0
CAR-28,"18,810km",19849,0.7,0
car-22,"111,562 km","111,899 km",71 %,0
car-25,26682km,28436,0.3,0
CAR-06,"72,903 km",72633km,20%,0
CAR-30,52168,52571km,0.43,0
 CAR-30,"20,111 km","21,623km",0.80,0
car-20,"97,031km",98845,32%,0
CAR-15,"119,818 km","121,667 km",78 %,1
car-02,93717,"95,028 km",7%,0
car-01,"54,386km","55,971 km",89%,1
CAR-08 ,"112,711km",114509,84 %,0
CAR 26,"96,700 km","98,069 km",55 %,0
CAR 13,52106,53912km,0.73,0
CAR-30,"27,319km",27912km,6 %,0
CAR 18,92279km,"93,270 km",77%,0
CAR 22,72851,73715km,0.6,0
 CAR-10,119389km,119596km,99%,0
car-25,91451,"92,479 km",0.7,0
car-16,62763km,63550km,35%,0
 CAR-23,105026km,105272,50%,1
 CAR-09,"89,021 km","89,752km",62 %,0
CAR-26 ,94594,"95,231km",78%,0
 CAR-30,"92,071km",93195km,0.4,0
 CAR-12,"33,838 km","35,102 km",92 %,0
 CAR-07,"100,303km",101049km,0.12,0
 CAR-03,"61,429 km",61645,0.5,0
CAR 16,"75,325 km","74,833 km",86 %,0
CAR-15 ,34778,"35,771km",76%,0
car-13,69028,70788,0.6,0
 CAR-17,"15,251 km",16743,0.2,1
CAR-26 ,36631km,"37,124 km",0.97,0
 CAR-26,63073km,"63,787km",0.07,0
CAR 17,89215km,91165km,0.34,0
CAR-05,"32,113 km","32,101 km",84%,0
CAR-07,"22,263 km","22,339 km",0.9,0
car-06,"91,511km",93107km,0.60,0
 CAR-24,"92,210km","93,306 km",34 %,0
CAR-24,"77,124 km",77843km,89%,0
CAR 30,"73,550 km","74,960km",0.8,0
 CAR-21,36316km,36955,0.2,0
CAR-24 ,"33,626km",33663,0.84,0
car-01,111787,"113,396 km",37 %,1
CAR 19,9752,10124km,53 %,0
CAR-20 ,63616km,64423,32%,0
CAR-07,"13,864km",15832,0.2,1
car-01,"12,145km","13,298 km",14%,1
car-03,"88,468 km",90313km,60 %,0
car-15,"15,644km",16507,40%,1
 CAR-24,"90,389km",91573,0.9,0
CAR 25,100277,"101,113km",0.9,0
CAR 05,"60,310 km",61851,82 %,0
CAR 23,"86,119km",86216,0.8,1
 CAR-13,"7,791 km","8,015km",34%,0
CAR 20,116074km,"116,825 km",0.76,0
 CAR-08,"66,697 km","67,406km",26%,0
 CAR-19,"67,266 km","67,329 km",0.4,1
CAR-04,81731km,82417km,44%,1
CAR-15,"23,844 km",24464km,78%,1
CAR-03,"21,331 km",23114km,0.10,0
 CAR-22,38000km,"39,079 km",55 %,0
CAR-06 ,"19,235 km","20,646 km",0.21,1
CAR-13 ,30432,"31,879 km",0.79,1
car-19,7119,7339km,57%,0
CAR 26,"75,604km",77134km,0.58,0
CAR 13,"29,263 km","28,833km",45%,1
car-06,58970km,59443km,0.58,0
CAR-17 ,"114,242 km","116,062 km",0.2,0
 CAR-08,62131km,63378,71 %,0
CAR-30 ,"113,271km",115129,73%,0
car-18,12034,12640,0.2,0
car-30,"12,751km","12,841km",0.7,0
CAR-22,85156,85670,0.4,1
CAR 10,"82,614km","84,422 km",0.80,1
CAR 27,119689,121646,82%,0
CAR-04 ,35981,"36,815km",14 %,1
CAR-18 ,"41,613km","43,148 km",13%,0
CAR-27,101187km,"102,711 km",71%,0
 CAR-02,"83,102 km","84,666km",57%,0
CAR-20,77083,"77,441km",1.0,1
CAR 25,39274km,"40,374km",0.48,0
 CAR-15,"36,072km",37427,0.8,1
CAR 23,59375,60419km,0.9,0
CAR 24,"34,040 km","35,647km",0.09,0
CAR 25,52452,53764,0.97,0
CAR 20,"105,763 km","106,046km",35%,0
CAR-14,116248,118084km,86%,0
car-08,"64,006 km",64755km,94 %,1
CAR 20,6394km,"7,900km",8%,1
CAR-23 ,"103,579 km","103,407km",16%,0
 CAR-27,16983km,16745km,0.5,0
CAR-15,"50,941km","52,351km",60 %,0
CAR-24 ,108677km,109657km,23 %,0
car-17,"14,432 km","14,959 km",0.6,0
CAR-21 ,47859,47716km,25 %,0
CAR 22,"36,884 km","37,964km",0.9,0
CAR-27,"42,194km",44081,0.63,0
CAR 11,53001km,54243km,33 %,0
CAR-17,98426km,"99,098 km",0.33,1
CAR 16,"105,115 km",106468km,54%,0
CAR-24 ,22396,"24,287 km",43%,0
car-22,115570km,117010,0.87,0
CAR-19 ,"31,225km","31,822km",0.21,0
CAR 17,72569,"73,116km",52%,0
CAR-13 ,9391km,10749,71 %,0
CAR-12 ,"113,218km","114,717km",0.7,0
 CAR-07,"50,338 km",50593,90%,0
CAR 24,"110,680km","112,473 km",31 %,0
CAR-28,"119,613km",121232,1.0,0
CAR-14 ,35633,36027km,0.9,1
CAR 29,104136km,"104,641km",44%,0
CAR-29 ,"87,837km","88,704 km",99%,0
CAR-13,"86,663 km",87697km,0.53,0
CAR-10,"41,749 km",42111km,46%,0
car-09,19221,"21,137km",0.71,0
 CAR-22,60327,"62,042km",59%,0
CAR-03 ,"107,989 km","108,025km",95 %,0
CAR-01,56371,56667km,0.6,1
 CAR-30,111695km,"112,229km",16%,0
CAR-27,24991,26664km,13%,0
CAR-22,118736km,119208km,46%,0
CAR-15 ,"62,065 km",62248,0.3,0
 CAR-07,14370km,14636,5 %,1
 CAR-15,"15,071 km",15771km,0.3,1
 CAR-29,100659km,"102,003km",19 %,0
CAR-23,"31,421km","32,021km",30%,0
CAR-04,"118,115km","119,165 km",0.97,0
CAR 04,"109,675 km","109,312 km",96 %,0
CAR-23,98752,"98,532km",0.5,1
CAR-11,48617km,50197km,0.29,0
car-28,92440,"92,719km",0.4,1
CAR 10,"50,110 km",50563km,37 %,0
CAR-03,"14,378 km","15,296 km",0.62,1
CAR-05,"64,866km","65,975 km",0.18,0
CAR 03,101365,"101,131km",47 %,0
 CAR-19,62168km,63120km,79 %,0
CAR-03 ,15477km,16212,51 %,0
car-08,113191km,112984,0.59,0
 CAR-17,"79,442km",80736km,0.46,1
CAR 11,"84,574km","86,270km",7%,0
CAR-26,"17,466 km","18,367 km",60%,0
CAR 08,"29,429km","30,790 km",59 %,0
CAR-24,14133km,14226,0.76,1
CAR-23 ,54285,"56,040 km",0.41,1
CAR-18 ,51515km,53423km,52 %,1
CAR-06,85185,86914,61%,0
car-24,11861,"12,226km",0.1,0
car-09,"71,121 km","71,421km",0.15,1
 CAR-14,"24,055 km","24,406 km",0.84,0
CAR 20,"53,664 km","53,919 km",0.54,0
CAR 19,98367km,99279,0.65,0
CAR-16,"40,110 km","40,765 km",0.53,0
CAR-26 ,16307,"17,105km",0.22,0
car-23,"100,979 km",102942km,71%,0
car-09,"12,544km","12,660 km",0.70,0
CAR 24,49139,50221km,28 %,0
 CAR-24,91399,92820,20%,0
CAR 28,70239km,70349,0.18,0
 CAR-24,"92,405km",92474km,0.6,0
 CAR-06,"56,184km","57,333km",57 %,0
CAR-19 ,"36,314 km",37973,0.81,0
CAR 21,58187km,"58,946 km",19%,0
CAR-30,99911,"100,774km",28%,0
car-11,"37,847 km","39,285km",0.58,1
car-07,6456,8119km,0.62,0
CAR-07 ,54646km,56495km,72%,0
CAR-22,72707km,"73,568km",0.5,0
CAR 08,110497,110842,0.73,0
CAR-06,31548,"32,030 km",0.62,1
car-06,32109,"33,172km",0.9,0
 CAR-26,"21,935km","22,437 km",0.8,0
CAR-20 ,96022km,"97,128km",97 %,0
CAR 29,"78,976 km",79643km,0.56,0
car-05,"112,543 km",113250,0.13,0
 CAR-06,24444km,"24,473km",0.9,1
car-28,59789km,"61,440 km",0.23,0
CAR-25,"27,025 km","27,411km",0.5,0
 CAR-22,51184km,"52,767km",0.55,0
 CAR-24,"62,712 km","63,864km",0.78,0
car-26,14368km,"14,836km",26%,0
car-19,99890km,"101,413 km",18 %,1
CAR 26,"84,891 km","85,866km",0.5,0
CAR 21,"29,424 km","30,204 km",43 %,0
CAR-12,"25,478km","26,486km",0.68,0
CAR-18 ,"42,703 km",44238,1.0,0
CAR-02,32426,32531km,59%,0
CAR 05,16550,"18,487 km",76 %,0
 CAR-14,"12,955 km",14570km,33%,0
 CAR-25,57647,58967,44%,0
CAR-19 ,"26,085km",27304km,0.8,0
car-24,67198,69079km,10%,0
CAR 10,"92,850km","93,463 km",26%,0
CAR-13,97498,97512,67 %,1
 CAR-28,25608,25901km,0.1,0
 CAR-23,"44,881km","46,799km",0.68,1
car-02,"26,453km","27,714 km",0.37,0
CAR 26,"94,368 km",95855,0.78,0
 CAR-15,107761,109439km,55%,1
CAR 27,"107,313 km","108,376 km",31%,1
car-01,14285km,"14,907km",74 %,0
CAR-26 ,40975,"41,910 km",0.2,0
car-30,31017km,32151km,9%,1
CAR-03 ,"102,135km",103989km,0.8,0
CAR-27 ,84618,85084km,0.72,0
CAR-05 ,"91,417km","92,375km",17 %,1
CAR-08 ,24328,24723km,0.15,0
 CAR-23,105601km,105868,0.5,0
 CAR-23,"12,597km",13245km,81 %,0
CAR-06,40533km,"42,249km",73 %,0
CAR-24,"10,252km","11,354 km",0.35,0
car-26,"49,982 km","51,652 km",0.79,1
CAR 06,"54,360 km","55,112 km",0.6,0
CAR 12,"31,113km","31,511km",0.6,0
CAR-07,"44,956 km","46,777km",0.15,0
CAR-02 ,"82,097km",81959,49 %,1
 CAR-02,49604,51455km,34%,0
car-18,"112,560km","112,792km",0.8,1
car-25,"51,479km",53306km,98%,0
CAR-21 ,46483km,"48,193 km",0.1,0
car-03,"116,664km",118657km,0.19,0
CAR-03 ,26694km,28334,40 %,1
CAR-29 ,"88,303km",89516km,23%,1
 CAR-01,"31,255 km","31,822km",28%,0
CAR-02 ,47750km,48137km,0.1,0
CAR-07 ,"116,641 km","117,471km",34%,0
CAR-01,69297km,69620km,0.1,0
CAR-17 ,"19,959km","21,211 km",0.57,0
 CAR-04,62491,"62,445km",35%,0
 CAR-18,"105,859km","106,660km",92 %,0
 CAR-20,"35,107 km",36121,0.37,1
 CAR-24,"81,865 km",83538km,5%,0
CAR 18,19903km,19962,0.22,0
CAR-04 ,50066,50184km,0.7,0
CAR-11,"29,663km","31,096 km",0.10,0
CAR 18,"42,748 km",42766,91 %,0
CAR-11 ,29335,29736km,0.24,1
 CAR-26,41217,"42,992km",0.98,1
CAR 04,24784km,26397,32%,1
CAR-14,30491,"32,433 km",6 %,0
CAR-13 ,97454,"97,812km",0.5,0
CAR 20,"52,910 km",53560,0.34,0
CAR-26,"109,694km","111,572 km",0.82,0
car-18,"17,025km","18,791 km",83%,0
car-13,"35,301km",35632km,0.3,0
 CAR-20,116189,"117,030km",0.5,1
CAR-11 ,68145km,68840,0.3,1
car-16,"93,123km","95,027km",0.65,0
 CAR-07,"99,807 km",100347km,0.6,1
CAR 08,"76,375 km","78,358km",83%,1
 CAR-06,16983km,17494,0.28,0
CAR-12 ,45590km,46781km,0.31,0
car-08,"21,117 km","22,665km",0.6,0
CAR-04,"61,051 km",61205,50%,0
 CAR-06,62388,"63,076km",0.8,0
CAR 11,51275km,52765km,0.5,0
car-27,76022km,77092,0.69,0
 CAR-30,"118,213 km","120,008 km",78 %,0
CAR-25 ,17876,"19,555km",28 %,0
CAR-27,"12,860km",12918,20 %,0
CAR 24,53878,"54,114km",49 %,0
CAR 05,48877km,49180,61%,0
CAR-23,99595km,"100,406km",0.17,0
CAR-07 ,"85,895 km","87,137km",83 %,0
 CAR-18,117499,118725,0.12,0
CAR-04 ,12889,"14,179 km",95%,0
CAR-14,"13,945 km","14,058km",0.35,0
car-21,91139km,93056,83%,0
car-09,"57,232 km",58267,0.50,1
CAR-30,15868,"15,900 km",0.2,1
 CAR-15,67760km,68789,34%,0
CAR-26,118794km,118437km,20 %,0
car-08,27657km,29069km,28 %,0
CAR-17 ,"119,856km","120,700km",55%,0
 CAR-24,"97,516km",97741,63%,1
